id,outliers
0,2.0249750249750247
1,1.1579365079365078
2,0.44542124542124545
3,0.45280830280830275
4,1.233050283050283
5,2.1279886779886783
6,0.42065712065712063
7,0.09047619047619045
8,0.6254190254190255
9,1.3388111888111887
10,0.32319902319902316
11,0.49520479520479527
12,1.5100122100122098
13,0.19617604617604611
14,0.11953601953601956
15,0.2644688644688644
16,1.4511433011433013
17,0.14017094017094012
18,0.26471306471306466
19,0.22637362637362632
20,0.05128205128205129
21,0.18620268620268618
22,0.36813186813186816
23,0.04603174603174603
24,1.0385669885669886
25,1.412093462093462
26,0.11111111111111112
27,0.3237928737928738
28,2.139327339327339
29,0.06825396825396825
30,0.8540126540126541
31,1.0997446997446998
32,0.9200077700077699
33,1.1413530913530916
34,0.2111111111111111
35,1.2505439005439003
36,1.957070707070707
37,0.1399267399267399
38,1.3202908202908203
39,0.1433455433455433
40,0.3861416361416361
41,0.8175213675213674
42,1.0105061605061605
43,1.2144133644133641
44,0.2877899877899878
45,1.4654123654123652
46,0.8358363858363859
47,0.09786324786324786
48,0.20976800976800977
49,0.24815184815184818
50,0.06825396825396826
51,0.2916971916971916
52,0.022222222222222216
53,0.15266955266955273
54,0.4834554334554335
55,0.31630036630036634
56,0.0
57,0.11984126984126982
58,2.2025918525918526
59,0.2681929181929182
60,0.4660395160395161
61,1.2420634920634919
62,0.1478632478632478
63,0.3647130647130647
64,0.39104784104784107
65,0.3811355311355311
66,0.16214896214896216
67,0.31878676878676876
68,0.9653679653679652
69,0.2953601953601954
70,1.0418359418359417
71,0.0
72,1.0943944943944943
73,0.0
74,1.2117438117438115
75,0.16056166056166057
76,0.6078144078144078
77,1.6436785436785435
78,1.108963258963259
79,1.2996780996780999
80,0.09548229548229548
81,0.0
82,0.0
83,2.0366189366189364
84,1.5819347319347319
85,0.8224553224553226
86,0.14389499389499383
87,0.35598290598290605
88,0.3539904539904541
89,1.2311965811965815
90,0.3898656898656898
91,0.19462759462759463
92,1.3946941946941944
93,0.15142635142635133
94,1.2284937284937285
95,0.5494727494727495
96,0.20419580419580416
97,0.023809523809523808
98,0.147008547008547
99,0.973998223998224
100,1.4142968142968144
101,0.5493894993894994
102,0.2618437118437118
103,1.097064047064047
104,0.23540903540903538
105,1.2264402264402265
106,1.0113053613053613
107,1.2731823731823728
108,1.5000444000444
109,0.05128205128205129
110,0.13833943833943832
111,0.09890109890109887
112,0.23748473748473745
113,0.24645909645909655
114,0.11929181929181926
115,0.5178876678876677
116,0.4606449106449106
117,0.6065545565545566
118,0.11825396825396821
119,0.4350038850038849
120,2.294888444888445
