id,outliers
0,11.454545454545455
1,9.181818181818182
2,12.272727272727273
3,9.454545454545455
4,16.0
5,9.363636363636363
6,7.0
7,2.8181818181818183
8,12.727272727272727
9,13.636363636363637
10,7.818181818181818
11,11.181818181818182
12,15.272727272727273
13,6.818181818181818
14,3.909090909090909
15,7.090909090909091
16,11.909090909090908
17,2.3636363636363638
18,6.7272727272727275
19,5.2727272727272725
20,2.5454545454545454
21,4.363636363636363
22,9.272727272727273
23,2.0
24,9.0
25,14.090909090909092
26,3.1818181818181817
27,9.090909090909092
28,17.636363636363637
29,4.363636363636363
30,12.636363636363637
31,11.454545454545455
32,12.636363636363637
33,15.181818181818182
34,5.0
35,16.181818181818183
36,9.0
37,5.2727272727272725
38,16.90909090909091
39,3.5454545454545454
40,9.545454545454545
41,12.0
42,12.818181818181818
43,13.363636363636363
44,6.818181818181818
45,11.727272727272727
46,11.363636363636363
47,3.1818181818181817
48,5.2727272727272725
49,6.0
50,2.3636363636363638
51,6.7272727272727275
52,3.5454545454545454
53,3.5454545454545454
54,7.0
55,8.727272727272727
56,1.0
57,4.2727272727272725
58,9.909090909090908
59,5.909090909090909
60,10.363636363636363
61,17.363636363636363
62,3.4545454545454546
63,8.545454545454545
64,9.454545454545455
65,7.909090909090909
66,3.909090909090909
67,6.7272727272727275
68,14.090909090909092
69,7.636363636363637
70,12.181818181818182
71,1.4545454545454546
72,9.454545454545455
73,0.36363636363636365
74,13.909090909090908
75,3.909090909090909
76,9.636363636363637
77,13.636363636363637
78,9.727272727272727
79,17.181818181818183
80,4.636363636363637
81,2.5454545454545454
82,0.2727272727272727
83,7.818181818181818
84,13.0
85,6.909090909090909
86,4.818181818181818
87,8.363636363636363
88,8.090909090909092
89,9.0
90,6.636363636363637
91,6.818181818181818
92,16.90909090909091
93,4.181818181818182
94,19.363636363636363
95,12.363636363636363
96,8.0
97,1.6363636363636365
98,6.090909090909091
99,9.363636363636363
100,12.272727272727273
101,8.909090909090908
102,4.454545454545454
103,11.545454545454545
104,4.2727272727272725
105,11.909090909090908
106,10.090909090909092
107,17.90909090909091
108,9.636363636363637
109,2.090909090909091
110,3.8181818181818183
111,2.727272727272727
112,5.636363636363637
113,5.636363636363637
114,3.3636363636363638
115,10.0
116,9.727272727272727
117,9.545454545454545
118,3.5454545454545454
119,9.818181818181818
120,12.454545454545455
121,11.0
122,13.818181818181818
123,11.272727272727273
124,5.181818181818182
125,9.272727272727273
126,5.363636363636363
127,2.3636363636363638
128,10.363636363636363
129,11.090909090909092
130,9.727272727272727
131,10.818181818181818
132,3.8181818181818183
133,10.272727272727273
134,12.727272727272727
135,15.818181818181818
136,9.272727272727273
137,3.3636363636363638
138,5.090909090909091
139,14.181818181818182
140,5.0
141,9.545454545454545
142,6.2727272727272725
143,1.0909090909090908
144,6.0
145,4.0
146,5.2727272727272725
147,5.636363636363637
148,5.454545454545454
149,3.5454545454545454
150,3.1818181818181817
151,5.2727272727272725
152,4.0
153,16.545454545454547
154,10.636363636363637
155,6.636363636363637
156,5.454545454545454
157,6.636363636363637
158,6.0
159,5.636363636363637
160,5.636363636363637
